"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Certified","Size-Bracket","Code","Use","Value","CV (%)"
"502","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","20","39.1"
"503","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","92","8.8"
"504","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","411","10.1"
"505","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","184","10.4"
"506","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","8","37.5"
"507","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","25","21.1"
"508","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","628","7.2"
"509","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","444","9.3"
"510","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","187","9.9"
"511","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","8","37.5"
"512","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","25","21.1"
"513","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","664","6.9"
"514","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","89","14.9"
"515","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","51","30.6"
"516","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","4","23.7"
"517","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","9","42.2"
"518","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","153","8.6"
"519","CENSUS",2022,"YEAR","STATE","RHODE ISLAND","44",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","33","7.1"
"520","CENSUS",2022,"YEAR","STATE","RHODE ISLAND","44",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","42","8.7"
"521","CENSUS",2022,"YEAR","STATE","RHODE ISLAND","44",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","9","15.8"
"522","CENSUS",2022,"YEAR","STATE","RHODE ISLAND","44",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","25","22.1"
"523","CENSUS",2022,"YEAR","STATE","RHODE ISLAND","44",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","33","13.2"
"524","CENSUS",2022,"YEAR","STATE","RHODE ISLAND","44",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","12","33.5"
"525","CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","707","22.1"
"526","CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","713","21.7"
"527","CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","7","27.0"
"528","CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","171","12.8"
"529","CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","192","12.3"
"530","CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","26","28.5"
"531","CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"532","CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","14","(L)"
"533","CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"534","CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","14","(L)"
"535","CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","16","(L)"
"536","CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","3","(L)"
"537","CENSUS",2022,"YEAR","STATE","TENNESSEE","47",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","129","34.5"
"538","CENSUS",2022,"YEAR","STATE","TENNESSEE","47",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","155","37.8"
"539","CENSUS",2022,"YEAR","STATE","TENNESSEE","47",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","25","69.5"
"540","CENSUS",2022,"YEAR","STATE","TENNESSEE","47",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","145","42.0"
"541","CENSUS",2022,"YEAR","STATE","TENNESSEE","47",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","166","44.0"
"542","CENSUS",2022,"YEAR","STATE","TENNESSEE","47",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","38","72.3"
"543","CENSUS",2022,"YEAR","STATE","TEXAS","48",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","189","54.4"
"544","CENSUS",2022,"YEAR","STATE","TEXAS","48",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","225","48.5"
"545","CENSUS",2022,"YEAR","STATE","TEXAS","48",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","36","31.9"
"546","CENSUS",2022,"YEAR","STATE","TEXAS","48",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","182","21.2"
"547","CENSUS",2022,"YEAR","STATE","TEXAS","48",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","221","16.1"
"548","CENSUS",2022,"YEAR","STATE","TEXAS","48",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","86","12.7"
"549","CENSUS",2022,"YEAR","STATE","UTAH","49",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","7","15.4"
"550","CENSUS",2022,"YEAR","STATE","UTAH","49",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","10","14.8"
"551","CENSUS",2022,"YEAR","STATE","UTAH","49",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","2","25.2"
"552","CENSUS",2022,"YEAR","STATE","UTAH","49",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","41","21.0"
"553","CENSUS",2022,"YEAR","STATE","UTAH","49",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","47","19.7"
"554","CENSUS",2022,"YEAR","STATE","UTAH","49",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","12","20.9"
"555","CENSUS",2022,"YEAR","STATE","VERMONT","50",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","117","21.2"
"556","CENSUS",2022,"YEAR","STATE","VERMONT","50",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","168","27.8"
"557","CENSUS",2022,"YEAR","STATE","VERMONT","50",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","51","43.7"
"558","CENSUS",2022,"YEAR","STATE","VERMONT","50",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","111","27.0"
"559","CENSUS",2022,"YEAR","STATE","VERMONT","50",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","125","25.0"
"560","CENSUS",2022,"YEAR","STATE","VERMONT","50",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","55","38.5"
"561","CENSUS",2022,"YEAR","STATE","VIRGINIA","51",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","205","22.9"
"562","CENSUS",2022,"YEAR","STATE","VIRGINIA","51",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","227","21.7"
"563","CENSUS",2022,"YEAR","STATE","VIRGINIA","51",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","21","64.7"
"564","CENSUS",2022,"YEAR","STATE","VIRGINIA","51",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","203","23.0"
"565","CENSUS",2022,"YEAR","STATE","VIRGINIA","51",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","231","22.8"
"566","CENSUS",2022,"YEAR","STATE","VIRGINIA","51",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","48","25.4"
"567","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","37","17.4"
"568","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","67","23.5"
"569","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","(D)","(D)"
"570","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","149","57.2"
"571","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"572","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","146","88.3"
"573","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"574","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","856","35.2"
"575","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","43","13.3"
"576","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","81","19.7"
"577","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","(D)","(D)"
"578","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","189","71.8"
"579","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"580","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","160","85.5"
"581","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"582","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1,011","38.7"
"583","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","5","39.6"
"584","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","14","39.7"
"585","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","(D)","(D)"
"586","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","40","(H)"
"587","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"588","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","14","95.9"
"589","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"590","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","156","97.2"
"591","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","221","18.8"
"592","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","36","21.7"
"593","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","2","(L)"
"594","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","9","50.6"
"595","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(L)"
"596","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","16","69.4"
"597","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","2","(H)"
"598","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","287","16.1"
"599","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","239","13.8"
"600","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","37","21.1"
"601","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","2","(L)"
"602","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","10","78.2"
"603","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(L)"
"604","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","16","69.4"
"605","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","2","(H)"
"606","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","307","11.0"
"607","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","28","53.2"
"608","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","10","42.4"
"609","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","1","(L)"
"610","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","4","(H)"
"611","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(L)"
"612","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","4","82.2"
"613","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","2","(H)"
"614","CENSUS",2022,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","50","44.1"
"615","CENSUS",2022,"YEAR","STATE","WEST VIRGINIA","54",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","59","10.2"
"616","CENSUS",2022,"YEAR","STATE","WEST VIRGINIA","54",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","65","11.3"
"617","CENSUS",2022,"YEAR","STATE","WEST VIRGINIA","54",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","6","37.8"
"618","CENSUS",2022,"YEAR","STATE","WEST VIRGINIA","54",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","91","33.4"
"619","CENSUS",2022,"YEAR","STATE","WEST VIRGINIA","54",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","116","31.3"
"620","CENSUS",2022,"YEAR","STATE","WEST VIRGINIA","54",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","33","29.6"
"621","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"622","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","115","11.9"
"623","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","136","49.1"
"624","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"625","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","200","15.8"
"626","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","529","25.5"
"627","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
